,time,class,movement index,game index
0,"[[16.472713470458984, -2.5653276443481445, 66.83794403076172, -7.022171497344971, 100.99717712402344, 27.881322860717773, 61.524261474609375, 125.10994720458984], [15.334939956665039, 0.3074714243412018, 68.66763305664062, -20.421005249023438, 109.68798065185547, -7.542139053344727, 121.52363586425781, 16.33151626586914], [13.634896278381348, 7.836040019989014, 59.04039001464844, 2.779374599456787, 105.73814392089844, -19.681156158447266, 145.8704071044922, -55.07182693481445], [11.821647644042969, 13.823831558227539, 40.351593017578125, 23.214101791381836, 80.73688507080078, 29.407758712768555, 137.5832061767578, 7.892625331878662], [10.0, 21.424823760986328, 26.1814022064209, 48.26704788208008, 34.10759353637695, 80.38055419921875, 43.174530029296875, 130.63893127441406], [8.221135139465332, 28.79622459411621, 7.922658443450928, 70.54385375976562, 4.3200812339782715, 151.7554473876953, -5.420144081115723, 229.8878936767578], [6.482171058654785, 35.003726959228516, 0.18632139265537262, 89.89112091064453, -8.86974048614502, 140.37850952148438, 9.586021423339844, 150.620849609375], [5.045112133026123, 42.1908073425293, -12.607874870300293, 106.02658081054688, -4.637508392333984, 100.1224365234375, 49.25571060180664, 63.01694107055664], [3.4267935752868652, 43.62440490722656, -12.191047668457031, 84.39361572265625, 23.735504150390625, 51.0290641784668, 150.10960388183594, -43.31100845336914], [1.7030165195465088, 49.24135971069336, -3.7820756435394287, 67.8267822265625, 64.40377044677734, -9.27491569519043, 171.2259063720703, -13.639286041259766]]",3,0,0
