,time,class,movement index,game index
0,"[[23.43486976623535, 28.5516414642334, -8.265249252319336, 7.250600814819336, 111.29944610595703, 122.5769271850586, 2.7580504417419434, -5.889760971069336], [24.4061279296875, 22.282535552978516, -10.249910354614258, 34.2195930480957, 131.3249969482422, 67.83474731445312, -24.837793350219727, 57.31873321533203], [23.540428161621094, 15.43191146850586, -16.23272705078125, 61.43006134033203, 100.73782348632812, 8.799144744873047, -3.790245771408081, 189.91720581054688], [23.61319923400879, 9.073588371276855, -6.112680912017822, 87.0257568359375, 73.97676086425781, -26.913192749023438, 74.70826721191406, 150.6251983642578], [23.371294021606445, 3.065962791442871, 10.712629318237305, 105.09515380859375, 36.833187103271484, -6.685861110687256, 153.2858123779297, 109.18106079101562], [22.523448944091797, -2.992699384689331, 23.872085571289062, 95.6428451538086, -7.282617568969727, 34.948699951171875, 138.67420959472656, 31.346349716186523], [21.57644271850586, -8.33678150177002, 40.751731872558594, 81.07010650634766, -23.388568878173828, 96.67044067382812, 117.04653930664062, -54.96675491333008], [20.86783790588379, -8.241625785827637, 55.46728515625, 53.80670166015625, -26.610750198364258, 142.20989990234375, 21.984228134155273, 24.484060287475586], [19.5700740814209, -10.044994354248047, 64.24959564208984, 21.527421951293945, 15.4841947555542, 132.38922119140625, -40.70341491699219, 157.1563262939453], [18.488927841186523, -6.523961544036865, 72.21602630615234, 4.908780097961426, 61.65854263305664, 96.43220520019531, -15.493441581726074, 159.6151123046875]]",2,1,0
