,time,class,movement index,game index
0,"[[24.175922393798828, 29.67184066772461, -4.623532772064209, 7.472542762756348, 105.61467742919922, 116.81848907470703, 23.184606552124023, -0.6776725053787231], [24.508737564086914, 22.065345764160156, -15.837985038757324, 34.7794075012207, 111.84480285644531, 72.61329650878906, -51.51324462890625, 62.63141632080078], [24.162940979003906, 15.237703323364258, -9.491080284118652, 58.805782318115234, 118.27030181884766, 10.375385284423828, -14.685264587402344, 181.44671630859375], [24.48822784423828, 8.4971923828125, -2.999051809310913, 87.703125, 73.28034210205078, -27.175466537475586, 74.5656967163086, 164.1591339111328], [23.368562698364258, 0.8843279480934143, 6.480865478515625, 102.1939468383789, 35.99593734741211, -21.741025924682617, 171.260498046875, 113.93026733398438], [22.986406326293945, -2.3267650604248047, 23.19111442565918, 103.01978302001953, -5.841812610626221, 36.525856018066406, 135.7337646484375, 32.5472412109375], [21.94289207458496, -7.527456283569336, 38.1950798034668, 80.79681396484375, -23.431245803833008, 111.3888931274414, 110.43694305419922, -61.19364929199219], [21.35459327697754, -8.449928283691406, 54.20497131347656, 52.987152099609375, -11.243371963500977, 144.55303955078125, 30.489131927490234, 29.016904830932617], [20.010456085205078, -9.961836814880371, 61.293060302734375, 23.875947952270508, 15.667620658874512, 114.99989318847656, -28.968351364135742, 153.38589477539062], [17.913679122924805, -4.166082382202148, 76.6454849243164, 1.2947328090667725, 63.95496368408203, 91.92446899414062, 15.892199516296387, 212.39111328125]]",2,1,0
